"ID","PBS_ID","NUM","DESC"
"236","168","1","Improved access to education, employment, health and other services for Aboriginal and Torres Strait Islander people travelling or relocating through the operation of temporary hostel accommodation services."
"237","169","1",
"238","170","1","Further understanding of Australian Indigenous cultures, past and present through undertaking and publishing research, and providing access to print and audiovisual collections"
"239","171","1",
"240","172","1",
"241","173","1",
"242","174","1","Growth of knowledge to support protection and sustainable development of Australia's marine resurces through innovative marine science and technology."
"243","175","1","Enhance the quality of teaching and school leadership through developing standards, recognising teaching excellence, providing professional development opportunities, and supporting the teaching profession."
"244","176","1",
"245","177","1",
"246","178","1","To improve public sector performance and accountability through independent reporting on Australian Government administration to Parliament, the Executive and the public."
"247","179","1","Increased knowledge, appreciation and enjoyment of Australia's maritime heritage by managing the National Maritime Collection and staging programs, exhibitions and events"
"248","180","1","Improved knowledge, innovative capacity and healthcare through nuclear-based facilities, research, training, products, services and advice to Government, industry, the education sector and the Australian population."
"249","181","1","The advancement of macroeconomic growth and stability, and the effective operation of financial markets, through issuing debt, investing in financial assets and managing debt, investments and cash for the Australian Government"
"250","182","1",
"251","183","1",
"252","184","1","Increased awareness and adoption of best practice public administration by the public service through leadership, promotion, advice and professional development, drawing on research and evaluation."
"253","185","1","Protection of the health and safety of people, animals, the environment, and agricultural and livestock industries through regulation of pesticides and veterinary medicines."
"254","186","1","Growth of knowledge and Innovation through managing research funding schemes, measuring research excellence and providing advice"
"255","186","1",
"256","187","1","Support improvements in the competitiveness of renewable energy and related technologies and the supply of renewable energy by administering financial assistance, developing analysis and advice about, and sharing information and knowledge with regard to, renewable energy and related technologies."
"257","188","1",
"258","189","1",
"259","190","1",
"260","191","1","Assist in the prevention of exposure to asbestos fibres and the elimination of asbestos-related disease in Australia through implementing the National Strategic Plan for Asbestos Awareness and Management in Australia."
"261","192","1",
"262","193","1",
"263","194","1","Enhanced understanding for the Government of the overseas environment affecting Australia's interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia."
"264","195","1","Contribute to a high quality vocational education and training sector, including through streamlined and nationally consistent regulation of training providers and courses, and the communication of advice to the sector on improvements to the quality of vocational education and training"
"265","196","1",
"266","197","1",
"267","198","1",
"268","199","1","Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government."
"269","199","1",
"270","199","2","The protection and welfare of Australians abroad through timely and responsive consular and passport services in specific locations overseas"
"271","200","1","Supporting Australian artists and arts organisations to create and present"
"272","201","1",
"273","201","1",
"274","202","1","Informed safety, security and economic decisions by governments, industry, and the community through the provision of information, forecasts, services and research relating to weather, climate and water."
"275","203","1",
"276","204","1",
"277","205","1","Provide expert advice to the Australian Government on climate change mitigation initiatives, including through conducting regular and specifically commissioned reviews and through undertaking climate change research."
"278","206","1","Facilitate increased flows of finance into Australia's clean energy sector, applying commercial rigour to investing in renewable energy, low-emissions and energy efficiency technologies, building industry capacity, and disseminating information to industry stakeholders"
"279","207","1","Contribute to a reduction in Australia's net greenhouse gas emissions, including through the administration of market based mechanisms that incentivise reduction in emissions and the promotion of additional renewable electricity generation."
"280","207","1",
"281","208","1",
"282","209","1",
"283","209","2",
"284","209","1","Support productivity and productivity through healthy and safe workplaces that minimise the impact of harm in workplaces covered by Comcare"
"285","210","2","Participation in, and access to, Australia's arts and culture through developing and"
"286","210","1","Promote an innovative and competitive communications sector, through policy development,"
"287","210","1",
"288","211","1","Adoption of innovation that leads to increased productivity, competitiveness and environmental sustainability through investment in research and development that benefits the Australian cotton industry and the wider community."
"289","212","1",
"290","213","1","Retirement and"
"291","214","1","Innovative scientific and technology solutions to national challenges and opportunities to benefit industry, the environment and the community, through scientific research and capability development, services and advice."
"292","217","1","Advisory and administrative services support the House of"
"293","217","1",
"294","218","1",
"295","219","3",
"296","219","1",
"297","219","2",
"298","220","4",
"299","220","1",
"300","220","3",
"301","220","2",
"302","221","1","Conservation and appreciation of Commonwealth reserves through the provision"
"303","222","3","Improve the health of rivers and freshwater ecosystems and water use efficiency through implementing water reforms, and ensuring enhanced sustainability, efficiency and productivity in the management and use of water resources."
"304","222","3",
"305","222","1","More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets."
"306","222","1",
"307","222","2","Safeguard Australia's animal and plant health status to maintain overseas markets and protect the economy and environment from the impact of exotic pests and diseases, through risk assessment, inspection and certification, and the implementation of emergency response arrangements for Australian agricultural, food and fibre industries."
"308","222","2",
"309","223","1","Support the functions of Parliament and parliamentarians through the provision of professional services, advice and facilities and maintain Australian Parliament House"
"310","223","1",
"311","224","3","Disability and Carers"
"312","224","1",
"313","224","1","Social Security"
"314","224","4",
"315","224","2",
"316","224","4","Housing"
"317","224","3",
"318","224","2","Families and Communities"
"319","224","2",
"320","225","1","To improve the user experience for all Australians accessing government information and services by leading the design, development and continual enhancement of whole-of-government service delivery policies and standards, platforms and joined-up services."
"321","226","1",
"322","226","1",
"323","226","1",
"324","226","2",
"325","226","3",
"326","226","2",
"327","226","2",
"328","226","2",
"329","226","3",
"330","226","1",
"331","226","2",
"332","226","1",
"333","226","2",
"334","226","3",
"335","226","2",
"336","226","1",
"337","227","1","Improved early learning, schooling, student educational outcomes and transitions to and from school through access to quality child care, support, parent engagement, quality teaching and learning environments."
"338","227","2","Promote growth in economic productivity and social wellbeing through access to quality higher education, international education, and international quality research, skills and training."
"339","227","2",
"340","228","1",
"341","228","2",
"342","229","1","Conserve, protect and sustainably manage Australia's biodiversity, ecosystems, environment and heritage through research, information management, supporting natural resource management, establishing and managing Commonwealth protected areas, and reducing and regulating the use of pollutants and hazardous substances."
"343","229","2","Reduce Australia's greenhouse gas emissions, adapt to the impacts of climate change, contribute to effective global action on climate change, and support technological innovation in clean and renewable energy, through developing and implementing a national response to climate change."
"344","229","3","Advance Australia's strategic, scientific, environmental and economic interests in the Antarctic region by protecting, administering and researching the region."
"345","229","4","Improve the health of freshwater ecosystems (rivers, wetlands, flood plains) through research, education and environmental watering and strengthen the water resources knowledge base."
"346","230","4",
"347","230","2",
"348","230","1",
"349","230","3",
"350","231","1","Make provision for the"
"351","232","2",
"352","232","2","Support an efficient"
"353","232","2","Support an efficient"
"354","232","2","Support an efficient"
"355","232","2","Support an efficient"
"356","232","1","Support sustainable"
"357","232","3","Support for"
"358","232","2",
"359","233","1","The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities"
"360","233","2","The protection and welfare of Australians abroad and access to secure international travel documentation through timely and responsive travel advice and consular and passport services in Australia and overseas"
"361","233","3","A secure Australian Government presence overseas through the provision of security services and information and communication technology infrastructure, and the management of the Commonwealth's overseas property estate"
"362","234","1","Increased economic, social and environmental benefits for Australian fishing and aquaculture, and the wider community, by investing in knowledge, innovation, and marketing."
"363","235","1",
"364","236","1","Compliance with workplace relations legislation by employees and employers through advice, education and where necessary enforcement."
"365","237","1",
"366","238","1","Compliance with workplace relations legislation by employees and employers through advice, education and where necessary enforcement."
"367","239","1","Informed government, industry and community decisions on the economic, social and environmental management of the nation's natural resources through enabling access to geoscientific and spatial information."
"368","240","1","The long-term protection, ecologically sustainable use, understanding and enjoyment of the Great Barrier Reef for all Australians and the international community, through the care and development of the Marine Park."
"369","241","1","New information and products that enhance the productivity, competitiveness and environmental sustainability of Australian grain growers and benefit the industry and wider community, through planning, managing and implementing investments in grains research and development."
"370","242","3",
"371","242","6",
"372","242","5",
"373","242","1",
"374","242","2",
"375","242","4",
"376","243","1",
"377","244","1",
"378","245","1","Improved wealth acquisition to support the economic independence of Aboriginal and Torres Strait Islander peoples through commercial enterprise, asset acquisition, construction and access to concessional home and business loans."
"379","246","1","Improved tax administration through investigation of complaints, conducting reviews, public reporting and independent advice to Government and its relevant entities."
"380","247","1",
"381","248","1","Enhanced socio-economic development, maintenance of cultural identity and protection of the environment by Indigenous Australians through land acquisition and management."
"382","249","1",
"383","249","1",
"384","249","1",
"385","249","1",
"386","252","1","Increased innovation, investment and trade in Australia, and by Australians overseas, through the administration of the registrable intellectual property rights system, promoting public awareness and industry engagement, and advising government."
"387","253","1","Equitable and sustainable use of the Murray-Darling Basin by governments and the community including through development and implementation of a Basin Plan, operation of the River Murray system, shared natural resource management programs, research, information and advice."
"388","254","1",
"389","255","1",
"390","256","1",
"391","257","1",
"392","258","1","To implement a National Disability Insurance Scheme that provides individual control and choice in the delivery of reasonable and necessary care and supports to improve the independence, social and economic participation of eligible people with disability, their families and carers, and associated referral services and activities."
"393","259","1","Increased engagement with Australia's audiovisual culture past and present through developing, preserving, maintaining and promoting the national audiovisual collection of historic and cultural significance"
"394","260","1","Increased understanding, knowledge and enjoyment of the visual arts by providing access to, and information about, works of art locally, nationally and internationally"
"395","261","1",
"396","262","1",
"397","263","1","Enhanced learning, knowledge creation, enjoyment and understanding of Australian life and society by providing access to a national collection of library material"
"398","264","1",
"399","265","1",
"400","266","1","Promote and enforce the effective management of risks to the workforce, the environment and structural integrity of facilities, wells and well-related equipment of the Australian offshore petroleum and greenhouse gas storage industries through regulatory oversight."
"401","267","1",
"402","268","1",
"403","269","1",
"404","270","1","Fair and accountable administrative action by Australian Government entities and prescribed private sector organisations, by investigating complaints, reviewing administrative action and statutory compliance inspections and reporting."
"405","271","1",
"406","272","1","Independent assurance for the Prime Minister, senior ministers and Parliament as to whether Australia's intelligence and security agencies act legally and with propriety by inspecting, inquiring into and reporting on their activities."
"407","273","1","Advancement of Australia's national interests through increased government awareness of international developments affecting Australia."
"408","274","1","The performance of the Governor-General's role is facilitated through the organisation and management of official duties, management and maintenance of the official household and property and administration of the Australian Honours and Awards system."
"409","275","1",
"410","276","1",
"411","277","1","To inform the Parliament by providing independent and non-partisan analysis of the budget cycle, fiscal policy and the financial implications of proposals"
"412","278","1",
"413","279","2","Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation."
"414","279","1","Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Parliamentary Secretaries including through the coordination of government activities, policy development and program delivery."
"415","280","1",
"416","281","1",
"417","282","1","Increased knowledge that fosters sustainable, productive and profitable new and existing rural industries and furthers understanding of national rural issues through research and development in government-industry partnership."
"418","283","1",
"419","285","1","Advisory and administrative support services to enable the Senate and senators to fulfil their representative and legislative duties."
"420","286","1","Enhanced appreciation and understanding of the natural and cultural values of Sydney for all visitors, through the remediation, conservation and adaptive re-use of, and access to, Trust lands on Sydney Harbour"
"421","287","1","Healthier, safer and more productive workplaces through improvements to Australian work health and safety and workers' compensation arrangements."
"422","288","1","Contribute to a high quality higher education sector through streamlined and nationally consistent higher education regulatory arrangements; registration of higher education providers; accreditation of higher education courses; and investigation, quality assurance and dissemination of higher education standards and performance"
"423","289","1",
"424","289","1","and Program 1.1 totals by resource type"
"425","290","1",
"426","291","1","Progress towards Closing the Gap for Torres Strait Islander and Aboriginal people living in the Torres Strait Region through development planning, coordination, sustainable resource management, and preservation and promotion of Indigenous culture."
"427","292","1",
"428","293","1","Ecologically sustainable and economically efficient Commonwealth fisheries, through understanding and monitoring Australia's marine living resources and regulating and monitoring commercial fishing, including domestic licensing and deterrence of illegal foreign fishing."
"429","294","3","Improve the health of rivers and freshwater ecosystems and water use efficiency through implementing water reforms, and ensuring enhanced sustainability, efficiency and productivity in the management and use of water resources."
"430","294","3",
"431","294","1","More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets."
"432","294","1",
"433","294","2","Safeguard Australia's animal and plant health status to maintain overseas markets and protect the economy and environment from the impact of exotic pests and diseases, through risk assessment, inspection and certification, and the implementation of emergency response arrangements for Australian agricultural, food and fibre industries."
"434","294","2",
"435","295","2","Safeguard Australia's animal and plant health status to maintain overseas markets and protect the economy and environment from the impact of exotic pests and diseases, through risk assessment, inspection and certification, and the implementation of emergency response arrangements for Australian agricultural, food and fibre industries."
"436","295","2",
"437","295","3","Improve the health of rivers and freshwater ecosystems and water use efficiency through implementing water reforms, and ensuring enhanced sustainability, efficiency and productivity in the management and use of water resources."
"438","295","3",
