"ID","NAME"
"89","Electoral matters"
"90","Administration of Parliamentarians' entitlements"
"91","Competitive tendering and contracting"
"92","External Affairs, including -"
"93","relations and communications with overseas governments"
"94","relations and communications with overseas governments and United Nations agencies"
"95","market development, including market access"
"96","treaties, including trade agreements"
"97","bilateral, regional and multilateral trade policy"
"98","international trade and commodity negotiations"
"99","trade promotion"
"100","international development co-operation"
"101","diplomatic and consular missions"
"102","international security issues, including disarmament, arms control and nuclear non-proliferation"
"103","public diplomacy, including information and cultural programs"
"104","International expositions"
"105","Provision to Australian citizens of secure travel identification"
"106","Provision of consular services to Australian citizens abroad"
"107","Overseas property management, including acquisition, ownership and disposal of real property"
"108","Services for the aged, including carers"
"109","Public health and medical research"
"110","Health promotion and disease prevention"
"111","Primary health care of Aboriginal and Torres Strait Islander people"
"112","Pharmaceutical benefits"
"113","Health benefits schemes"
"114","Specific health services, including human quarantine"
"115","National drug abuse strategy"
"116","Regulation of therapeutic goods"
"117","Notification and assessment of industrial chemicals"
"118","Gene technology regulation"
"119","Entry, stay and departure arrangements for non-citizens"
"120","Border immigration control"
"121","Arrangements for the settlement of migrants and humanitarian entrants, other than migrant child education"
"122","Citizenship"
"123","Ethnic affairs"
"124","Multicultural affairs"
"125","Indigenous affairs and reconciliation"
"126","Manufacturing and commerce including industry and market development"
"127","Industry innovation policy and technology diffusion"
"128","Promotion of industrial research and development"
"129","Mineral and energy industries, including oil and gas, and electricity"
"130","Energy-specific international organisations and activities"
"131","Biotechnology, excluding gene technology regulation"
"132","Export services"
"133","Energy and resources science and research"
"134","Geoscience research and information services"
"135","Marketing, including export promotion, of manufactures and services"
"136","Investment promotion, attraction and facilitation"
"137","Enterprise improvement"
"138","Tourism industry"
"139","Construction industry"
"140","Small business policy and implementation, including business entry point management"
"141","Facilitation of the development of service industries generally"
"142","Bounties on the production of goods"
"143","Patents of inventions and designs, and trade marks"
"144","Country of origin labelling"
"145","Weights and measures standards"
"146","Civil space issues"
"147","Analytical laboratory services"
"148","Geodesy, mapping, remote sensing and land information co-ordination"
"149","Ionospheric prediction"
"150","Administration of export controls on energy products"
"151","Co-ordination of Government administration"
"152","Assistance to Cabinet and its Committees"
"153","Policy advice and administrative support to the Prime Minister"
"154","Intergovernmental relations and communications with State and Territory Governments"
"155","Australian honours and symbols policy"
"156","Government ceremonial and hospitality"
"157","Status of women"
"158","Co-ordination of Government communications and advertising"
"159","Counter terrorism policy co-ordination"
"160","Transport safety, including investigations"
"161","Land transport"
"162","Civil aviation and airports, including aviation security"
"163","Delivery of regional and rural specific services"
"164","Maritime transport including shipping"
"165","Regional development"
"166","Matters relating to local government"
"167","Planning and land management in the Australian Capital Territory"
"168","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island"
"169","Constitutional development of the Australian Capital Territory"
"170","Constitutional development of the Northern Territory of Australia"
"171","Natural disaster relief in the form of financial assistance to the States and Territories"
"172","Economic, fiscal and monetary policy"
"173","Taxation"
"174","Borrowing money on the public credit of the Commonwealth"
"175","International finance"
"176","Foreign exchange"
"177","Financial sector policy"
"178","Currency and legal tender"
"179","Foreign investment in Australia"
"180","National and occupational superannuation"
"181","Business law and practice"
"182","Corporate and securities law"
"183","Corporate insolvency"
"184","Competition policy"
"185","Prices surveillance"
"186","Excise"
"187","Census and statistics"
"188","Valuation services"
"189","Consumer affairs"
"190","Commonwealth-State financial relations"
"191","Repatriation income support, compensation and health programmes for veterans, members of the Defence Force, certain mariners and their dependants"
"192","War graves"
"193","Defence Service Homes"
"194","Environment protection and conservation of biodiversity"
"195","Procurement policy and services (including competitive tendering and contracting, removals and disposals)"
"196","Administration of the Commonwealth's self-managed general insurance fund (Comcover)"
"197","Medical indemnity insurance issues"
"198","Promotion of industrial research and development, and commercialisation"
"199","National energy market"
"200","Export services< /P>"
"201","Small business policy and implementation Business entry point management"
"202","Geoscience research and information services including geodesy, mapping, remote sensing and land information co-ordination"
"203","Civil aviation and airports"
"204","Transport security"
"205","Natural disaster relief and mitigation in the form of financial assistance to the States and Territories"
"206","Superannuation and retirement income policy"
"207","Competition and consumer policy"
"208","Application of information and communications technology, including broadband and electronic commerce"
"209","Information and communications industries development"
"210","Income support policies and programs for students and apprentices"
"211","Labour market and income support policies and programs for people of working age"
"212","Services to help people with disabilities obtain employment, other than supported employment"
"213","Income security policies and programs for families with children, carers, the aged and people in hardship"
"214","Services for families with children, people with disabilities and carers"
"215","Community support services, excluding the Home and Community Care program"
"216","Youth affairs, excluding income support policies and programs"
"217","Womens' programs"
"218","Strategic property management in Australia, including construction, acquisition, ownership and disposal of real property"
"219","Evaluation and audit of indigenous programmes and operations"
"220","Development, delivery and co-ordination of government services"
"221","Monitoring and management of service delivery and purchaser/provider relationships involving Centrelink, the Health Insurance Commission, the Child Support Agency, Australian Hearing, Health Services Australia and CRS Australia"
"222","Indigenous policy coordination and the promotion of reconciliation"
"223","Small business policy and implementation"
"224","Business entry point management"
"225","Water policy co-ordination"
"226","Superannuation and retirement savings policy"
"227","Indigenous law and justice programmes"
"228","Critical infrastructure protection co-ordination"
"229","Education policy and programmes including schools, vocational, higher education and Indigenous education, but excluding migrant adult education"
"230","Education and training transitions policy and programmes"
"231","Policy, coordination and support for education exports and services"
"232","Income support policies and programmes for students and apprentices"
"233","Science policy, science awareness programmes and co-ordination"
"234","Commercialisation and utilisation of public sector research relating to portfolio programmes and agencies"
"235","Labour market and income support policies and programmes for people of working age"
"236","Environmental research"
"237","Income security policies and programmes for families with children, carers, the aged and people in hardship"
"238","Welfare housing and rent assistance"
"239","Youth affairs, excluding income support policies and programmes"
"240","Womens' policies and programmes"
"241","Budget policy advice and process, and review of governmental programmes"
"242","Government financial accountability, governance and financial management frameworks, including procurement policy and services"
"243","Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs"
"244","Superannuation related to former and current members of parliament and Australian Government employees"
"245","Administration of the Australian Government's self-managed general insurance fund (Comcover)"
"246","Evaluation and audit of Indigenous programmes and operations"
"247","public diplomacy, including information and cultural programmes"
"248","Minerals and energy resources research, science and technology"
"249","Trade marks, plant breeder's rights and patents of inventions and designs"
"250","Corporate, financial services and securities law"
"251","Women's policies and programmes"
"252","Training, including apprenticeships and training services"
"253","Strategic management of non-Defence Commonwealth-owned property in Australia, including construction, major refurbishment, acquisition, ownership and disposal of real property"
"254","Advice on the Future Fund"
"255","Services for older Australians, including carers"
"256","Policy for and promotion of active ageing, other than income security and employment policy"
"257","Hearing services policy and funding"
"258","National drug strategy"
"259","Private health insurance"
"260","Administration of export controls on rough diamonds, uranium and thorium"
"261","Soils and other natural resources"
"262","Water policy and resources"
"263","Indigenous law and justice programs"
"264","Constitutional development of the Northern Territory"
"265","Broadband policy and programs"
"266","Postal and telecommunications policies and programs"
"267","Spectrum policy management"
"268","Broadcasting policy"
"269","National policy issues relating to the digital economy"
"270","Content policy relating to the information economy"
"271","Domestic and international climate change policy"
"272","Design and implementation of emissions trading"
"273","International climate change negotiations"
"274","Renewable energy policy, regulation and co-ordination"
"275","Greenhouse emissions and energy consumption reporting"
"276","Greenhouse mitigation and adaptation"
"277","Co-ordination of climate change science activities"
"278","Energy efficiency policy and standards"
"279","Education policy and programs including schools, vocational, higher education and Indigenous education, but excluding migrant adult education"
"280","Education and training transitions policy and programs"
"281","Science awareness programs in schools"
"282","Policy, co-ordination and support for education exports and services"
"283","Co-ordination of labour market research"
"284","Work and family programs"
"285","Youth affairs and programs, excluding income support policies and programs"
"286","Early childhood and childcare policy and programs"
"287","Community and household renewable energy programs"
"288","Housing policy co-ordination, welfare housing and rent assistance"
"289","Women's policies and programs"
"290","Indigenous policy co-ordination and the promotion of reconciliation"
"291","Community development employment projects"
"292","Reducing the burden of government regulation General policy guidelines for Commonwealth statutory authorities"
"293","Evaluation and audit of Indigenous programs and operations"
"294","Central advertising system"
"295","Monitoring and management of service delivery and purchaser/provider relationships involving Centrelink, Medicare Australia, the Child Support Agency, Australian Hearing, Health Services Australia and CRS Australia"
"296","Infrastructure planning and co-ordination"
"297","Major projects facilitation"
"298","Investment promotion"
"299","Trade marks, plant breeders' rights and patents of inventions and designs"
"300","Commercialisation and utilisation of public sector research relating to portfolio programs and agencies"
"301","Information and communications technology industry development"
"302","National security policy co-ordination"
"303","Work and family policy co-ordination"
"304","Freedom of information"
"305","Energy policy"
"306","Renewable energy technology development"
"307","Clean fossil fuel energy"
"308","Industrial energy efficiency"
"309","Repatriation income support, compensation and health programs for veterans, members of the Defence Force, certain mariners and their dependants"
"310","Development and co-ordination of domestic and international climate change policy"
"311","Mandatory renewable energy target policy, regulation and co-ordination"
"312","Climate change adaptation strategy and co-ordination"
"313","Youth affairs and programs"
"314","Renewable energy programs"
"315","Energy efficiency"
"316","Greenhouse gas abatement programs"
"317","Community and household climate action"
"318","Child support policy"
"319","Reducing the burden of government regulation"
"320","trade promotion and international business development"
"321","Development, delivery and co-ordination of government services, and development of policy on service delivery"
"322","Old Parliament House"
"323","Personal property securities"
"324","Government financial accountability, governance and financial management frameworks, including grants and procurement policy and services"
"325","Superannuation arrangements for Australian Government civilian employees and members of parliament and retirement benefits for Federal Judges and Governors-General"
"326","Strategic management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, acquisition, sustainability, ownership and disposal of real property"
"327","Policy advice on the Future Fund and Nation-building Funds"
"328","Coordination of Government Advertising"
"329","trade and international business development"
"330","investment promotion"
"331","Primary health care"
"332","Aboriginal and Torres Strait Islander health programs and policies"
"333","Blood and organ policy and funding"
"334","Health workforce capacity"
"335","Mental health policy and primary mental health care"
"336","Monitoring and management of service delivery arrangements involving Centrelink, Medicare Australia, the Child Support Agency, Australian Hearing, and CRS Australia"
"337","Marketing of manufactures and services"
"338","Creation and development of research infrastructure"
"339","Consumer credit"
"340","Australian Government employment workplace relations policy, including equal employment opportunity and administration of the framework for agreement making and remuneration and conditions"
"341","Food security policy and programs"
"342","Renewable energy"
"343","defence capability plan acquisitions and sustainment"
"344","Job Services Australia"
"345","Co-ordination of early childhood development policy and responsibilities, including Indigenous early childhood development"
"346","Income security policies and programs for families with children, carers, the aged, people with disabilites and people in hardship"
"347","Co-ordination of Government Advertising"
"348","Official Establishments, ownership and property management"
"349","Hospitals funding, including relationship with primary health care"
"350","Implementation of the National Health and Hospitals Network"
"351","Health and ageing research"
"352","Food industry policy"
"353","Advice to the Prime Minister across Government on policy and implementation Assistance to the Prime Minster in managing the Cabinet program"
"354","Cyber policy co-ordination"
"355","Social inclusion, non-profit sector and volunteering"
"356","Cultural affairs, including movable cultural heritage and support for the arts"
"357","Regional Australia policy and co-ordination"
"358","Support for ministers and parliamentary secretaries with regional responsibilities"
"359","Natural, built and cultural heritage"
"360","Co-ordination of sustainable communities policy"
"361","Population policy"
"362","Housing affordability"
"363","Built environment innovation"
"364","Commemorations"
"365","Natural disaster relief, recovery and mitigation policy and financial assistance including payments to the States and Territories and the Australian Government Disaster Recovery Payment"
"366","defence procurement and purchasing"
"367","Training, including apprenticeships and training and assessment services"
"368","Policy, co-ordination and support for international education"
"369","Support for introduction of a national occupation licensing system"
"370","Workforce development"
"371","Community mental health"
"372","Family relationship, Family and Children's Support Services"
"373","Social housing, rent assistance and homelessness"
"374","Women's policies, programs and the promotion of gender equality at work"
"375","Indigenous policy co-ordination, programs and the promotion of reconciliation"
"376","Commonwealth property policy framework, legislation and policy for the management of property leased or owned by the Commonwealth, including acquisition, disposal and management of property interests"
"377","Official Establishments, ownership and property management of the Prime Minister's official residences"
"378","Services for older people, including their carers"
"379","Public health, including health protection, and medical research"
"380","Hospitals funding and policy, including relationships and linkages within the continuum of health care"
"381","Major projects office, including facilitation and implementation of all non-Defence development projects"
"382","Advice to the Prime Minister across Government on policy and implementation Assistance to the Prime Minister in managing the Cabinet program"
"383","Geoscience research and information services including geodesy, mapping, remote sensing, groundwater and spatial data co-ordination"
"384","Low emissions fossil fuel energy"
"385","Urban environment"
"386","Freedom of Information"
"387","Schools education policy and programs, including, Indigenous school education, but excluding migrant adult education"
"388","Higher education, skills and vocational education policy and programs"
"389","Indigenous higher education and vocational training"
"390","Policy, coordination and support for international education"
"391","Housing supply policy"
"392","Indigenous law and justice"
"393","Schools education policy and programs, including vocational education and training in schools, Indigenous school education, but excluding migrant adult education"
"394","Schooling transitions policy and programs including career pathways"
"395","Promotion of flexible workplace relations policies and practices, including workplace productivity"
"396","Youth affairs and programs, including youth transitions"
"397","Income security policies and programs for families with children, carers, the aged, people with disabilities and people in hardship"
"398","Construction industry, excluding workplace relations"
"399","Science engagement and awareness"
"400","Foundation skills for adults"
"401","Training, including apprenticeships and training and skills assessment services"
"402","Higher education, skills and vocational education policy, regulation and programs"
"403","Delivery of regional and territory specific services and programs"
"404","Regional policy and co-ordination"
"405","Renewable energy target policy, regulation and co-ordination"
"406","Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property"
"407","Policy advice on the Future Fund and Nation-building Funds and authorisation of payments from the Nation-building Funds to Agencies"
"408","Monitoring and management of service delivery arrangements involving social security, child support, students, families, aged care, health programs, disability employment services, superannuation release and Australian Hearing Services"
"409","Provision of B2G and G2G authentication services"
"410","Food processing industry policy"
"411","Advice to the Prime Minister across Government on policy and implementation"
"412","Assistance to the Prime Minister in managing the Cabinet program"
"413","Environmental information and research"
"414","Food security policy and programmes"
"415","Broadband policy and programmes"
"416","Postal and telecommunications policies and programmes"
"417","Schools education policy and programmes, including vocational education and training in schools, but excluding migrant adult education"
"418","Schooling transitions policy and programmes including career pathways"
"419","Youth affairs and programmes, including youth transitions"
"420","Early childhood and childcare policy and programmes"
"421","Co-ordination of early childhood development policy and responsibilities"
"422","Higher education policy, regulation and programmes"
"423","Labour market programmes for people of working age"
"424","Work and family programmes"
"425","Migrant adult education"
"426","Development and co-ordination of domestic climate change policy"
"427","Greenhouse gas abatement programmes"
"428","Tourism industry (international)"
"429","International development and aid"
"430","Development and co-ordination of international climate change policy"
"431","Health research"
"432","Monitoring and management of service delivery arrangements involving social security, child support, students, families, aged care, health programmes, disability employment services, superannuation release and Australian Hearing Services"
"433","Customs and border control other than quarantine and inspection"
"434","Small business programmes"
"435","Skills and vocational education policy regulation and programmes"
"436","Tourism industry (domestic)"
"437","Anti-dumping"
"438","Delivery of regional and territory specific services and programmes"
"439","Assistance to the Prime Minister in managing the Cabinet programme"
"440","Ageing research"
"441","Income security and support policies and programmes for families with children, carers, the aged, people with disabilities and people in hardship"
"442","Income support policies for students and apprentices"
"443","Policy for and promotion of active ageing, other than employment policy"
"444","Community support services"
"445","Services to help people with disabilities obtain employment"
"446","Arrangements for the settlement of migrants and humanitarian entrants, other than migrant child and migrant adult education"
"447","Non-profit sector and volunteering"
"448","Small business policy"
"449","Native title"
"450","Policy, coordination and support for international education and research engagement"
"451","Co-ordination of research policy in relation to universities"
"452","Co-ordination of science research policy"
"453","International science engagement"
"454","Work health and safety, rehabilitation and compensation"
"455","Government financial accountability, efficiency, governance and financial management frameworks, including grants and procurement policy and services"
"456","Whole of government information and communications technology strategy, policy, procurement and services, including Gov 2.0 and related matters"
"457","Policy advice on the Future Fund, Nation-building Funds and the DisabilityCare Australia Fund; and authorisation of payments from the Nation-building Funds and the DisabilityCare Australia Fund recommended by relevant Agencies"
"458","Industrial research and development, and commercialisation"
"459","Collaborative research in science and technology"
"460","Commercialisation and utilisation of public sector research"
"461","Adult migrant education"
"462","Income support and participation policy for people of working age"
"463","Schools education policy and programmes, including vocational education and training in schools"
"464","Youth affairs and programmes, including youth transitionsPre-school education policy and programmes"
"465","Childcare policy and programmes"
"466","Small business policy and programmes"
"467","Whole of government service delivery policy"
"468","Pre-school education policy and programmes"
"469","Whole of government information and communications technology (including Gov 2.0 and related matters), other than that related to government service delivery;"
"470","Design, development, delivery, co-ordination and monitoring of government services, social security, child support, students, families, aged care and health programmes, superannuation release and Australian Hearing Services"
"471","Classification"
"472","Environmental water use and resources relating to the Commonwealth Environmental Water Holder"
"473","Whole of government information and communications technology (excluding Gov 2.0 and related matters), other than that related to government service delivery"
"474","Public data policy, including Gov 2.0 and related matters"
"475","Whole of government information and communications technology, other than that related to government service delivery"
"476","Medicare provider compliance"
"477","Design, development, delivery, co-ordination and monitoring of government services, social security, child support, students, families, aged care and health programmes (excluding Medicare provider compliance), superannuation release and Australian Hearing Services"
"478","Northern Australia policy and coordination"
"479","Public data policy and related matters"
"480","National policy on cities"
"481","National energy market, including electricity and gas"
"482","Mineral and energy industries, including oil and gas"
"483","Biosecurity, in relation to animals and plants"
"484","National energy market, including electricity, gas and liquid fuels"
"485","Energy-specific international obligations and activities"
"486","Health provider compliance"
"487","Biosecurity, in relation to human health"
"488","Design, development, delivery, co-ordination and monitoring of government services, social security, child support, students, families, aged care and health programmes (excluding Health provider compliance), superannuation release and Australian Hearing Services"
"489","Business entry point management and business services coordination"
"490","Mineral and energy resources, including oil and gas, extraction and upstream processing"
"491","Government financial accountability, efficiency, governance and financial management frameworks, including grants and procurement policy and services (excluding information and communications technology procurement policy and services)"
"492","Information and communications technology procurement policy and services"
"493","Whole of government information and communications technology"
"494","Major projects, including implementation of all non-Defence development projects"
"495","Infrastructure and project financing"
"496","Fraud and anti-corruption policy"
"497","Administration of criminal justice, including -"
"498","Protective security policy"
"499","National security policy and operations"
"500","Law enforcement policy and operations"
"501","Immigration and migration, including -"
"502","Whole of government national security and intelligence policy co ordination"
"503","Administration of Parliamentarians' work expenses"
"504","Jobactive"
"505","Whole of government national security and intelligence policy co-ordination"
"506","Whole of government integrity policy and activities"
